word	IDF_val
naked	2.7495645558350033
ring	2.8587090252600715
fellowship	3.226685810554666
namesake	3.402777069610347
champion	3.226685810554666
breakfast	3.101747073946366
eden	3.226685810554666
east	3.226685810554666
white	2.381587770540409
oleander	3.402777069610347
running	3.0048370609383097
scissors	3.402777069610347
dry	3.402777069610347
sister	2.5898637129674915
keeper	2.9256558148906846
nineteen	3.101747073946366
minute	3.226685810554666
come	2.8587090252600715
undone	3.402777069610347
shes	3.402777069610347
meany	3.402777069610347
owen	3.226685810554666
prayer	3.226685810554666
garp	3.402777069610347
house	2.0225658278987413
cider	3.402777069610347
rule	2.473358143896055
anne	2.8007170782823847
gable	3.226685810554666
green	2.527715806218647
avonlea	3.402777069610347
island	2.527715806218647
game	2.425053464321499
sphere	3.402777069610347
attic	3.0048370609383097
divina	3.402777069610347
commedia	3.402777069610347
451	3.402777069610347
fahrenheit	3.402777069610347
catch22	3.402777069610347
nation	3.0048370609383097
side	2.6246258192267033
meal	3.402777069610347
food	2.7495645558350033
allamerican	3.226685810554666
fast	3.226685810554666
dark	2.226685810554666
silence	3.101747073946366
kill	2.7495645558350033
mockingbird	3.402777069610347
news	3.101747073946366
shipping	3.402777069610347
persepolis	3.101747073946366
park	2.9256558148906846
jurassic	3.402777069610347
matilda	3.402777069610347
wardrobe	3.402777069610347
lion	3.101747073946366
still	2.8007170782823847
woodpecker	3.402777069610347
bfg	3.402777069610347
universe	2.7495645558350033
restaurant	3.101747073946366
thanks	3.226685810554666
long	2.6624143801161035
fish	3.0048370609383097
galaxy	3.0048370609383097
harmless	3.402777069610347
mostly	3.226685810554666
prelude	3.226685810554666
nocturne	3.402777069610347
road	2.425053464321499
northern	3.226685810554666
flower	3.0048370609383097
algernon	3.402777069610347
cradle	3.226685810554666
cat	2.473358143896055
jonathan	3.226685810554666
norrell	3.402777069610347
stuart	3.402777069610347
hole	2.8587090252600715
rise	2.7038070652743285
also	3.226685810554666
peach	3.226685810554666
giant	3.101747073946366
james	3.402777069610347
factory	3.226685810554666
chocolate	3.0048370609383097
charlie	3.101747073946366
travel	2.9256558148906846
gulliver	3.402777069610347
caunterbury	3.402777069610347
scarlet	3.0048370609383097
letter	2.8007170782823847
nearly	3.402777069610347
history	2.147504564507041
short	2.7038070652743285
wood	2.7495645558350033
walk	2.7038070652743285
knife	3.0048370609383097
subtle	3.402777069610347
amber	3.0048370609383097
spyglass	3.402777069610347
poison	3.101747073946366
religion	3.101747073946366
great	2.3235958235627225
first	2.3420792292567354
wizard	2.8007170782823847
tear	3.226685810554666
stone	2.527715806218647
hunt	2.9256558148906846
path	2.8007170782823847
dagger	3.101747073946366
reborn	3.402777069610347
crown	3.226685810554666
sword	2.5576790295960903
heaven	2.6624143801161035
fire	2.3613843844521223
rising	2.6624143801161035
dying	3.0048370609383097
lay	3.402777069610347
ash	2.7495645558350033
angelas	3.402777069610347
wuthering	3.402777069610347
height	3.402777069610347
red	2.473358143896055
misrables	3.402777069610347
wrath	3.226685810554666
grape	3.226685810554666
brder	3.402777069610347
hausmrchen	3.402777069610347
grimm	3.402777069610347
kinder	3.402777069610347
und	2.9256558148906846
spirit	3.0048370609383097
ishmael	3.402777069610347
war	2.2414090673753724
zombie	3.0048370609383097
z	3.226685810554666
oral	3.226685810554666
speak	3.402777069610347
fever	3.101747073946366
1793	3.402777069610347
eclipse	3.226685810554666
twilight	2.7038070652743285
2	2.185293125396441
true	2.272443301115341
indian	3.226685810554666
absolutely	3.402777069610347
parttime	3.402777069610347
alaska	3.402777069610347
looking	3.101747073946366
katherines	3.402777069610347
abundance	3.226685810554666
wrinkle	3.402777069610347
blue	2.2124453714400554
dolphin	3.402777069610347
perk	3.402777069610347
wallflower	3.402777069610347
alice	2.9256558148906846
go	2.402777069610347
ask	3.101747073946366
wind	2.5576790295960903
door	2.7495645558350033
margaret	3.226685810554666
stargirl	3.402777069610347
sisterhood	2.8587090252600715
pant	3.226685810554666
traveling	3.226685810554666
eragon	3.226685810554666
narnia	3.226685810554666
terrible	3.226685810554666
beauty	2.5576790295960903
bridge	2.7495645558350033
terabithia	3.402777069610347
beloved	3.226685810554666
two	2.448534560171022
tower	2.8587090252600715
return	2.6624143801161035
throne	2.8587090252600715
storm	2.5898637129674915
avalon	3.0048370609383097
mist	3.101747073946366
clash	3.402777069610347
eldest	3.226685810554666
crow	2.9256558148906846
feast	3.0048370609383097
artemis	3.402777069610347
fowl	3.402777069610347
1	1.9184772302635615
14	2.9256558148906846
dagboekbrieven	3.402777069610347
augustus	3.402777069610347
1942	3.402777069610347
juni	3.402777069610347
1944	3.402777069610347
het	3.402777069610347
achterhuis	3.402777069610347
velt	3.402777069610347
di	3.101747073946366
un	3.101747073946366
geshvign	3.402777069610347
hot	2.8007170782823847
faith	2.8587090252600715
violent	3.402777069610347
banner	3.402777069610347
tuesday	3.402777069610347
morrie	3.402777069610347
macbeth	3.402777069610347
tragedy	2.8007170782823847
modern	2.7495645558350033
frankenstein	3.0048370609383097
prometheus	3.402777069610347
tent	3.402777069610347
gone	2.473358143896055
beowulf	3.402777069610347
lost	2.3613843844521223
paradise	3.0048370609383097
nigger	3.402777069610347
ten	3.101747073946366
lady	2.6246258192267033
westing	3.402777069610347
style	3.226685810554666
mysterious	3.101747073946366
affair	2.9256558148906846
tree	2.8007170782823847
giving	3.226685810554666
wild	2.6624143801161035
egg	3.101747073946366
ham	3.402777069610347
charlotte	3.226685810554666
web	3.402777069610347
hat	2.9256558148906846
garden	2.527715806218647
caterpillar	3.402777069610347
hungry	3.226685810554666
file	3.0048370609383097
basil	3.402777069610347
frankweiler	3.402777069610347
e	2.9256558148906846
mixedup	3.402777069610347
prairie	3.226685810554666
father	3.0048370609383097
maus	3.101747073946366
bleeds	3.226685810554666
outsider	3.402777069610347
gathering	3.101747073946366
outlander	3.226685810554666
voyager	3.402777069610347
blanket	3.402777069610347
boleyn	3.226685810554666
girl	1.9479322096018372
walden	3.402777069610347
queen	2.425053464321499
damned	3.101747073946366
beginning	3.402777069610347
bad	2.527715806218647
fourth	3.0048370609383097
grade	3.402777069610347
nothing	2.8587090252600715
cloudy	3.226685810554666
meatball	3.402777069610347
chance	2.9256558148906846
oz	3.101747073946366
wonderful	3.101747073946366
dragonfly	3.402777069610347
venus	3.226685810554666
birth	3.101747073946366
autumn	3.0048370609383097
4	2.4996870826184034
drum	3.402777069610347
im	2.8587090252600715
neues	3.402777069610347
westen	3.402777069610347
nichts	3.402777069610347
sawyer	3.226685810554666
tom	2.8587090252600715
teeth	3.226685810554666
sings	3.226685810554666
bird	3.0048370609383097
caged	3.402777069610347
know	2.8587090252600715
interrupted	3.402777069610347
caspian	3.402777069610347
prince	2.4996870826184034
moor	3.402777069610347
venice	3.101747073946366
othello	3.402777069610347
crucible	3.402777069610347
en	2.8587090252600715
attendant	3.402777069610347
godot	3.402777069610347
lear	3.402777069610347
twelfth	3.402777069610347
salesman	3.402777069610347
streetcar	3.402777069610347
named	3.0048370609383097
desire	3.0048370609383097
yaya	3.402777069610347
divine	3.402777069610347
knew	3.402777069610347
lngstrump	3.402777069610347
pippi	3.402777069610347
jar	3.402777069610347
corduroy	3.101747073946366
denim	3.402777069610347
dress	3.0048370609383097
family	2.527715806218647
twist	3.402777069610347
oliver	3.402777069610347
country	2.7038070652743285
earthsea	3.226685810554666
remember	3.101747073946366
notebook	3.101747073946366
plain	3.101747073946366
truth	2.5898637129674915
pact	3.402777069610347
lucky	2.9256558148906846
midsummer	3.402777069610347
del	2.8587090252600715
clera	3.402777069610347
tiempos	3.402777069610347
el	2.6624143801161035
amor	2.9256558148906846
expectation	3.402777069610347
firestarter	3.402777069610347
crew	3.402777069610347
skeleton	3.402777069610347
desperation	3.402777069610347
mile	2.6624143801161035
season	2.8587090252600715
different	3.101747073946366
gunslinger	3.226685810554666
geralds	3.402777069610347
dreamcatcher	3.402777069610347
glass	2.6624143801161035
christine	3.402777069610347
song	2.5576790295960903
susannah	3.402777069610347
half	2.8587090252600715
waste	3.101747073946366
three	2.381587770540409
shift	3.402777069610347
wolf	2.5898637129674915
calla	3.402777069610347
bag	3.0048370609383097
dolores	3.402777069610347
claiborne	3.402777069610347
duma	3.226685810554666
key	2.6624143801161035
four	2.5576790295960903
midnight	2.448534560171022
past	3.101747073946366
thinner	3.402777069610347
water	2.8007170782823847
elephant	3.101747073946366
silmarillion	3.402777069610347
mystic	3.402777069610347
river	2.6246258192267033
shutter	3.402777069610347
lowly	3.402777069610347
among	2.6624143801161035
cabin	3.402777069610347
uncle	3.402777069610347
pearl	3.0048370609383097
cannery	3.402777069610347
row	3.226685810554666
last	2.112742458247829
left	2.8007170782823847
behind	2.8007170782823847
falling	2.8007170782823847
experiment	3.402777069610347
forever	2.5576790295960903
school	2.8007170782823847
beach	2.8007170782823847
city	2.3420792292567354
congo	3.402777069610347
timeline	3.402777069610347
state	3.0048370609383097
magician	2.7038070652743285
nephew	3.402777069610347
chair	3.0048370609383097
silver	2.8007170782823847
horse	2.8587090252600715
treader	3.402777069610347
dawn	2.8007170782823847
voyage	3.0048370609383097
harry	2.4996870826184034
hallows	3.402777069610347
potter	2.5898637129674915
deathly	3.402777069610347
halfblood	3.402777069610347
goblet	3.402777069610347
azkaban	3.402777069610347
prisoner	3.101747073946366
phoenix	3.402777069610347
order	3.101747073946366
chamber	3.226685810554666
philosopher	3.402777069610347
present	3.0048370609383097
cold	2.6624143801161035
mountain	2.7038070652743285
bed	3.101747073946366
ado	3.402777069610347
much	2.9256558148906846
borrowed	3.402777069610347
something	2.9256558148906846
proof	3.226685810554666
baby	2.7495645558350033
cross	2.527715806218647
fiery	3.402777069610347
snow	2.6624143801161035
breath	3.101747073946366
undomestic	3.402777069610347
goddess	3.101747073946366
nanny	3.402777069610347
prada	3.226685810554666
wear	3.402777069610347
devil	2.8587090252600715
money	3.101747073946366
score	3.402777069610347
dough	3.402777069610347
get	2.8587090252600715
deadly	3.101747073946366
hard	2.9256558148906846
eight	3.101747073946366
nine	2.9256558148906846
seven	2.8587090252600715
six	2.8007170782823847
eleven	3.226685810554666
top	3.226685810554666
lonely	3.226685810554666
hunter	2.7038070652743285
midwife	3.226685810554666
vorleser	3.402777069610347
der	2.473358143896055
earring	3.402777069610347
luck	3.226685810554666
joy	3.0048370609383097
youre	3.101747073946366
never	2.5576790295960903
let	2.7038070652743285
high	2.7495645558350033
fidelity	3.402777069610347
gatsby	3.402777069610347
petit	3.226685810554666
durbervilles	3.402777069610347
presented	3.402777069610347
faithfully	3.402777069610347
te	3.226685810554666
pure	3.402777069610347
siddhartha	3.402777069610347
ntonia	3.402777069610347
grows	3.402777069610347
brooklyn	3.0048370609383097
eightyfour	3.402777069610347
book	1.9184772302635615
reading	3.101747073946366
tehran	3.402777069610347
erlebt	3.402777069610347
ein	3.402777069610347
sagen	3.402777069610347
ja	3.402777069610347
leben	3.402777069610347
konzentrationslager	3.402777069610347
psychologe	3.402777069610347
trotzdem	3.402777069610347
zum	3.402777069610347
age	2.6246258192267033
innocence	3.226685810554666
view	3.226685810554666
room	2.8587090252600715
como	3.402777069610347
para	3.402777069610347
agua	3.402777069610347
blind	3.0048370609383097
assassin	2.7495645558350033
hamlet	3.402777069610347
denmark	3.402777069610347
tragicall	3.402777069610347
historie	3.402777069610347
bean	3.402777069610347
harold	3.226685810554666
crayon	3.226685810554666
purple	3.226685810554666
miss	2.8587090252600715
nelson	3.101747073946366
missing	2.9256558148906846
battle	2.8587090252600715
pond	3.402777069610347
blackbird	3.402777069610347
hatchet	3.402777069610347
giver	3.226685810554666
rodanthe	3.402777069610347
america	2.4996870826184034
nickel	3.402777069610347
dimed	3.402777069610347
getting	3.101747073946366
confronts	3.402777069610347
shack	3.402777069610347
eternity	2.9256558148906846
elle	3.402777069610347
sappelait	3.402777069610347
sarah	3.0048370609383097
castle	2.7038070652743285
cup	3.402777069610347
tea	3.402777069610347
thief	2.5898637129674915
worst	3.226685810554666
marley	3.402777069610347
goose	3.402777069610347
enchanted	3.226685810554666
ella	3.101747073946366
star	2.5898637129674915
number	3.101747073946366
historian	3.402777069610347
carried	3.402777069610347
1776	3.402777069610347
piece	3.101747073946366
million	3.226685810554666
account	3.101747073946366
everest	3.402777069610347
air	3.0048370609383097
thin	3.226685810554666
disaster	3.0048370609383097
mt	3.402777069610347
personal	3.101747073946366
die	2.527715806218647
verwandlung	3.226685810554666
howl	3.101747073946366
keep	2.8587090252600715
bovary	3.402777069610347
madame	3.402777069610347
ryder	3.402777069610347
memory	2.7038070652743285
captain	3.0048370609383097
revisited	3.101747073946366
brideshead	3.402777069610347
sacred	3.402777069610347
charles	3.226685810554666
profane	3.402777069610347
dracula	3.402777069610347
middlemarch	3.402777069610347
einstein	3.101747073946366
dalloway	3.402777069610347
ltranger	3.402777069610347
sound	3.226685810554666
fury	2.6246258192267033
dimension	3.101747073946366
hidden	2.8007170782823847
theory	3.226685810554666
quest	2.8007170782823847
superstring	3.402777069610347
elegant	3.402777069610347
wonderland	3.402777069610347
alices	3.402777069610347
bourne	3.0048370609383097
identity	3.226685810554666
purpose	3.101747073946366
driven	3.402777069610347
robinson	3.226685810554666
crusoe	3.402777069610347
surprising	3.402777069610347
mariner	3.226685810554666
york	2.9256558148906846
sprach	3.402777069610347
zarathustra	3.402777069610347
evil	3.101747073946366
david	3.101747073946366
copperfield	3.402777069610347
principe	3.226685810554666
il	2.9256558148906846
edgar	3.226685810554666
sawtelle	3.402777069610347
breaking	3.101747073946366
act	3.0048370609383097
vanishing	3.226685810554666
bard	3.226685810554666
beedle	3.402777069610347
crank	3.101747073946366
fan	3.226685810554666
achak	3.402777069610347
valentino	3.402777069610347
autobiography	2.6246258192267033
deng	3.402777069610347
living	2.8007170782823847
dallas	3.402777069610347
doornail	3.402777069610347
6	2.8587090252600715
stackhouse	3.402777069610347
sookie	3.402777069610347
definitely	3.402777069610347
together	3.226685810554666
worse	3.402777069610347
shrugged	3.402777069610347
atlas	3.226685810554666
thirteenth	3.402777069610347
anthem	3.402777069610347
portrait	2.8587090252600715
young	3.0048370609383097
artist	2.9256558148906846
jungle	2.8587090252600715
big	2.448534560171022
separate	3.402777069610347
peace	2.9256558148906846
firm	3.402777069610347
street	2.5898637129674915
mango	3.402777069610347
express	3.226685810554666
polar	3.226685810554666
confession	2.8007170782823847
shopaholic	2.8587090252600715
abroad	3.226685810554666
tie	3.402777069610347
knot	3.402777069610347
partial	3.226685810554666
draft	3.402777069610347
brief	2.9256558148906846
wondrous	3.402777069610347
oscar	3.226685810554666
wao	3.402777069610347
unaccustomed	3.402777069610347
una	3.101747073946366
anunciada	3.402777069610347
muerte	3.402777069610347
crnica	3.402777069610347
ice	2.7495645558350033
holiday	2.9256558148906846
flame	3.226685810554666
engulfed	3.402777069610347
interpreter	3.402777069610347
malady	3.226685810554666
rogue	3.226685810554666
explores	3.402777069610347
economist	3.402777069610347
freakonomics	3.402777069610347
daughter	2.425053464321499
bonesetter	3.402777069610347
kiss	2.6624143801161035
along	3.402777069610347
came	2.9256558148906846
spider	3.226685810554666
changed	3.0048370609383097
murder	2.5576790295960903
madness	2.8587090252600715
fair	3.101747073946366
christmas	2.8007170782823847
grinch	3.402777069610347
stole	3.402777069610347
rebecca	3.402777069610347
tuck	3.402777069610347
everlasting	3.101747073946366
byt	3.402777069610347
nesnesiteln	3.402777069610347
lehkost	3.402777069610347
cedar	3.402777069610347
mansfield	3.402777069610347
northanger	3.402777069610347
abbey	3.402777069610347
notredame	3.402777069610347
paris	3.0048370609383097
call	2.8587090252600715
material	3.402777069610347
1492	3.402777069610347
united	3.226685810554666
people	2.6246258192267033
dj	3.402777069610347
fortuna	3.402777069610347
hija	3.402777069610347
amazing	3.101747073946366
clay	3.402777069610347
kavalier	3.402777069610347
tide	3.101747073946366
awakening	2.8587090252600715
caesar	3.402777069610347
julius	3.402777069610347
candide	3.402777069610347
shrew	3.402777069610347
taming	3.402777069610347
pimpernel	3.402777069610347
pan	3.226685810554666
peter	2.8587090252600715
blood	2.2566490339321095
black	2.1986570869544226
willow	3.402777069610347
lighthouse	3.402777069610347
heidi	3.402777069610347
tender	3.226685810554666
velveteen	3.402777069610347
rabbit	2.7038070652743285
steppenwolf	3.402777069610347
erzhlung	3.402777069610347
nome	3.402777069610347
rosa	3.402777069610347
della	3.402777069610347
lorax	3.402777069610347
remains	3.101747073946366
cupboard	3.402777069610347
mad	3.0048370609383097
madeline	3.402777069610347
clan	3.402777069610347
bear	2.6624143801161035
cave	3.0048370609383097
dick	3.226685810554666
moby	3.402777069610347
whale	3.101747073946366
hero	2.7495645558350033
vanity	3.226685810554666
pauper	3.402777069610347
poe	3.402777069610347
allan	3.402777069610347
sherlock	2.8007170782823847
holmes	2.8007170782823847
watching	3.226685810554666
menagerie	3.402777069610347
dubliner	3.402777069610347
proze	3.402777069610347
youll	3.402777069610347
oh	3.402777069610347
place	2.7038070652743285
peste	3.402777069610347
og	3.101747073946366
eventyr	3.402777069610347
historier	3.402777069610347
horton	3.226685810554666
hears	3.402777069610347
prophet	3.0048370609383097
coach	3.402777069610347
calais	3.402777069610347
winniethepooh	3.226685810554666
study	3.101747073946366
neuromancer	3.402777069610347
livingston	3.402777069610347
seagull	3.402777069610347
android	3.226685810554666
sheep	3.402777069610347
electric	3.226685810554666
motorcycle	3.226685810554666
zen	3.402777069610347
art	2.527715806218647
maintenance	3.402777069610347
sleep	2.9256558148906846
creature	3.101747073946366
unicorn	3.226685810554666
geschichte	3.101747073946366
unendliche	3.402777069610347
x	3.226685810554666
malcolm	3.402777069610347
thinking	2.8587090252600715
year	2.3420792292567354
magical	3.101747073946366
eats	3.402777069610347
shoot	3.402777069610347
leaf	3.0048370609383097
summer	2.527715806218647
prodigal	2.9256558148906846
crowthorne	3.402777069610347
surgeon	3.0048370609383097
word	3.101747073946366
mulvaneys	3.402777069610347
moveable	3.402777069610347
color	3.226685810554666
tuscan	3.402777069610347
hour	2.6246258192267033
crowd	3.402777069610347
far	2.8007170782823847
madding	3.402777069610347
cosmos	3.101747073946366
kafuka	3.402777069610347
umibe	3.402777069610347
wonder	2.9256558148906846
plague	3.0048370609383097
fog	3.226685810554666
sand	3.226685810554666
drowning	3.226685810554666
ruth	3.226685810554666
pyjama	3.402777069610347
striped	3.402777069610347
alexander	3.226685810554666
horrible	3.402777069610347
exodus	3.402777069610347
parfum	3.402777069610347
eines	3.402777069610347
mrders	3.402777069610347
alienist	3.402777069610347
shgun	3.402777069610347
messenger	3.101747073946366
godfather	3.402777069610347
pilot	3.402777069610347
listen	3.402777069610347
pretties	3.402777069610347
host	3.402777069610347
ugli	3.402777069610347
lullaby	3.226685810554666
special	3.101747073946366
odd	2.9256558148906846
thomas	3.101747073946366
1st	3.402777069610347
2nd	3.402777069610347
suzannes	3.402777069610347
nicholas	2.9256558148906846
ii	2.8587090252600715
trouble	3.101747073946366
began	3.226685810554666
treasure	3.101747073946366
quijote	3.402777069610347
mancha	3.402777069610347
bottle	3.402777069610347
message	3.402777069610347
hope	2.8007170782823847
audacity	3.402777069610347
reclaiming	3.402777069610347
thought	3.0048370609383097
lecture	3.402777069610347
ember	3.226685810554666
despereaux	3.402777069610347
give	3.101747073946366
cookie	3.402777069610347
mother	2.8007170782823847
brown	2.9256558148906846
see	3.226685810554666
pig	3.101747073946366
reptile	3.402777069610347
window	3.402777069610347
wide	3.0048370609383097
academy	3.226685810554666
austere	3.402777069610347
miserable	3.402777069610347
mill	3.101747073946366
ersatz	3.402777069610347
elevator	3.402777069610347
village	3.402777069610347
vile	3.402777069610347
importance	3.402777069610347
earnest	3.402777069610347
witching	3.402777069610347
cegueira	3.402777069610347
ensaio	3.402777069610347
sobre	3.402777069610347
hiding	3.402777069610347
thorn	2.9256558148906846
illuminated	3.402777069610347
steel	3.101747073946366
germ	3.402777069610347
society	2.8007170782823847
fate	2.9256558148906846
gun	3.0048370609383097
human	2.5898637129674915
moving	3.226685810554666
exorcist	3.402777069610347
literary	3.402777069610347
peel	3.402777069610347
potato	3.226685810554666
pie	3.226685810554666
guernsey	3.402777069610347
winndixie	3.402777069610347
seabiscuit	3.402777069610347
constant	3.402777069610347
celestine	3.402777069610347
fablehaven	3.101747073946366
help	3.402777069610347
brisingr	3.226685810554666
graveyard	3.402777069610347
care	3.402777069610347
handle	3.402777069610347
mn	3.226685810554666
kvinnor	3.226685810554666
som	2.8587090252600715
hatar	3.226685810554666
sombra	3.226685810554666
viento	3.402777069610347
nejimakidori	3.402777069610347
kuronikuru	3.402777069610347
canto	3.402777069610347
bel	3.402777069610347
omnivore	3.402777069610347
dilemma	3.402777069610347
sekai	3.402777069610347
owari	3.402777069610347
hdoboirudo	3.402777069610347
wandrando	3.402777069610347
afut	3.402777069610347
dku	3.402777069610347
tenth	3.226685810554666
circle	3.101747073946366
change	2.9256558148906846
crake	3.402777069610347
oryx	3.402777069610347
choke	3.402777069610347
jemima	3.402777069610347
j	3.101747073946366
success	3.101747073946366
outlier	3.402777069610347
adam	3.402777069610347
john	2.8587090252600715
effective	3.402777069610347
highly	3.101747073946366
7	3.0048370609383097
habit	3.226685810554666
correction	3.402777069610347
fine	3.402777069610347
balance	3.402777069610347
franny	3.402777069610347
zooey	3.402777069610347
fang	2.8587090252600715
root	3.402777069610347
echo	3.0048370609383097
lonesome	3.402777069610347
dove	3.226685810554666
grief	3.101747073946366
observed	3.226685810554666
suicide	3.226685810554666
virgin	3.0048370609383097
